workshop,UID,title,authors,presentation_id
WS-21,WS-21.24,Log-Linear Reformulation of the Noisy Channel Model for Document-Level Neural Machine Translation,Sébastien Jean|Kyunghyun Cho,38940157
WS-21,WS-21.2417,Graph-to-Graph Transformer for Transition-based Dependency Parsing,Alireza Mohammadshahi|James Henderson,38940653
WS-21,WS-21.26,Deeply Embedded Knowledge Representation & Reasoning For Natural Language Question Answering: A Practitioner’s Perspective,Arindam Mitra|Sanjay Narayana|Chitta Baral,38940152
WS-21,WS-21.3373,An Empirical Investigation of Beam-Aware Training in Supertagging,Renato Negrinho|Matthew R. Gormley|Geoff Gordon,38940654
WS-21,WS-21.4,CopyNext: Explicit Span Copying and Alignment in Sequence to Sequence Models,Abhinav Singh|Patrick Xia|Guanghui Qin|Mahsa Yarmohammadi|Benjamin Van Durme,38940142
WS-21,WS-21.7,Generating Synthetic Data for Task-Oriented Semantic Parsing with Hierarchical Representations,Ke Tran|Ming Tan,38940155
WS-21,WS-21.957,Multi^2OIE: Multilingual Open Information Extraction based on Multi-Head Attention with BERT,Youngbin Ro|Yukyung Lee|Pilsung Kang,38940647
WS-21,WS-21.WS21-490,A Fully Hyperbolic Neural Model for Hierarchical Multi-Class Classification,Federico López|Michael Strube,38940646
WS-23,WS-23.106,Towards End-to-End In-Image Neural Machine Translation,Elman Mansimov|Mitchell Stern|Mia Chen|Orhan Firat|Jakob Uszkoreit|Puneet Jain,38939782
WS-23,WS-23.110,Modulated Fusion using Transformer for Linguistic-Acoustic Emotion Recognition,Jean-Benoit Delbrouck|Noé Tits|Stéphane Dupont,38939779
WS-23,WS-23.114,Multimodal Speech Recognition with Unstructured Audio Masking,Tejas Srinivasan|Ramon Sanabria|Florian Metze|Desmond Elliott,38939780
WS-23,WS-23.119,MAST: Multimodal Abstractive Summarization with Trimodal Hierarchical Attention,Aman Khullar|Udit Arora,38939781
WS-23,WS-23.122,Reasoning Over History: Context Aware Visual Dialog,Muhammad Shah|Shikib Mehri|Tejas Srinivasan,38939783
WS-23,WS-23.1589,No Gestures Left Behind: Learning Relationships between Spoken Language and Freeform Gestures,Chaitanya Ahuja Et Al,38940175
WS-23,WS-23.3273,Beyond Language: Learning Commonsense from Images for Reasoning,Yanyan Lan Et Al,38940176
WS-23,WS-23.Loic,A Vision on (Simultaneous) Multimodal Machine Translation,Loic Barrault,38939784
WS-24,WS-24.1,On Log-Loss Scores and (No) Privacy,Abhinav Aggarwal|Zekun Xu|Oluwaseyi Feyisetan|Nathanael Teissier,38939769
WS-24,WS-24.11,Surfacing Privacy Settings Using Semantic Matching,Rishabh Khandelwal|Asmit Nayak|Yao Yao|Kassem Fawaz,38939773
WS-24,WS-24.12,Differentially Private Language Models Benefit from Public Pre-training,Gavin Kerrigan|Dylan Slack|Jens Tuyls,38939774
WS-24,WS-24.2,A Differentially Private Text Perturbation Method Using Regularized Mahalanobis Metric,Zekun Xu|Abhinav Aggarwal|Oluwaseyi Feyisetan|Nathanael Teissier,38939770
WS-24,WS-24.2534,A Semantics-based Approach to Disclosure Classification in User-Generated Online Content,Chandan Akiti,38940639
WS-24,WS-24.3,TextHide: Tackling Data Privacy in Language Understanding Tasks,Yangsibo Huang|Zhao Song|Danqi Chen|Kai Li|Sanjeev Arora,38939771
WS-24,WS-24.9,Identifying and Classifying Third-party Entities in Natural Language Privacy Policies,Mitra Bokaie Hosseini|Pragyan K C|Irwin Reyes|Serge Egelman,38939772
WS-25,WS-25.33,The elephant in the interpretability room: Why use attention as explanation when we have saliency methods?,Jasmijn Bastings|Katja Filippova,38939764
WS-25,WS-25.43,Dissecting Lottery Ticket Transformers: Structural and Behavioral Study of Sparse Neural Machine Translation,Rajiv Movva|Jason Zhao,38939765
WS-25,WS-25.45,BERTs of a feather do not generalize together: Large variability in generalization across models with similar test set performance,R. Thomas Mccoy|Junghyun Min|Tal Linzen,38939766
WS-25,WS-25.54,The EOS Decision and Length Extrapolation,Benjamin Newman|John Hewitt|Percy Liang|Christopher D. Manning,38939767
WS-25,WS-25.59,Evaluating Attribution Methods using White-Box LSTMs,Yiding Hao,38939768
WS-25,WS-25.70,diagNNose: A Library for Neural Activation Analysis,Jaap Jumelet,38940638
WS-25,WS-25.8,What Happens To BERT Embeddings During Fine-tuning?,Amil Merchant|Elahe Rahimtoroghi|Ellie Pavlick|Ian Tenney,38939763
WS-26,WS-26.1,COVID-19 Surveillance through Twitter using Self-Supervised Learning and Few Shot Learning,Brandon Lwowski|Peyman Najafirad,38939841
WS-26,WS-26.10,Frugal neural reranking: evaluation on the Covid-19 literature,Tiago Almeida|Sérgio Matos,38939845
WS-26,WS-26.16,CORA: A Deep Active Learning Covid-19 Relevancy Algorithm to Identify Core Scientific Articles,Zubair Afzal|Vikrant Yadav|Olga Fedorova|Vaishnavi Kandala|Janneke Van De Loo|Saber A Akhondi|Pascal Coupet|George Tsatsaronis,38939846
WS-26,WS-26.2,A Multilingual Neural Machine Translation Model for Biomedical Data,Alexandre Berard|Zae Myung Kim|Vassilina Nikoulina|Eunjeong Lucy Park|Matthias Gallé,38939842
WS-26,WS-26.20,Quantifying the Effects of COVID-19 on Mental Health Support Forums,Laura Biester|Katie Matton|Janarthanan Rajendran|Emily Mower|Rada Mihalcea,38939847
WS-26,WS-26.28,Exploratory Analysis of COVID-19 Related Tweets in North America to Inform Public Health Institutes,Hyeju Jang|Emily Rempel|Giuseppe Carenini|Naveed Janjua,38939848
WS-26,WS-26.31,Not Just Semantics: Social Distancing and COVID Discourse on Twitter,Austin Van Loon|Sheridan Stewart|Brandon Waldon|Shrinidhi K Lakshmikanth|Ishan Shah|Sharath Chandra Guntuku|Garrick Sherman|James Zou|Johannes Eichstaedt,38939849
WS-26,WS-26.35,Expressive Interviewing: A Conversational System for Coping with COVID-19,Charles Welch|Allison Lahnala|Veronica Perez-Rosas|Siqi Shen|Sarah Seraj|Larry An|Kenneth Resnicow|James Pennebaker|Rada Mihalcea,38939850
WS-26,WS-26.37,Detecting COVID-19 Misinformation on Social Media,Tamanna Hossain|Robert L. Logan Iv|Arjuna Ugarte|Yoshitomo Matsubara|Sean Young|Sameer Singh,38939851
WS-26,WS-26.45,A System for Worldwide COVID-19 Information Aggregation,Akiko Aizawa|Frederic Bergeron|Junjie Chen|Fei Cheng|Katsuhiko Hayashi|Kentaro Inui|Hiroyoshi Ito|Daisuke Kawahara|Masaru Kitsuregawa|Hirokazu Kiyomaru|Masaki Kobayashi|Takashi Kodama|Sadao Kurohashi|Qianying Liu|Masaki Matsubara|Yusuke Miyao|Atsuyuki Morishima|Yugo Murawaki|Kazumasa Omura|Haiyue Song|Eiichiro Sumita|Shinji Suzuki|Ribeka Tanaka|Yu Tanaka|Masashi Toyoda|Nobuhiro Ueda|Honai Ueoka|Masao Utiyama|Ying Zhong,38939852
WS-26,WS-26.47,Temporal Mental Health Dynamics on Social Media,Tom Tabak|Matthew Purver,38939853
WS-26,WS-26.50,TICO-19: the Translation Initiative for COvid-19,Antonios Anastasopoulos|Alessandro Cattelan|Zi-Yi Dou|Marcello Federico|Christian Federmann|Dmitriy Genzel|Franscisco Guzmán|Junjie Hu|Macduff Hughes|Philipp Koehn|Rosie Lazar|Will Lewis|Graham Neubig|Mengmeng Niu|Alp Öktem|Eric Paquin|Grace Tang|Sylwia Tur,38939854
WS-26,WS-26.53,Public Sentiment on Governmental COVID-19 Measures in Dutch Social Media,Shihan Wang|Marijn Schraagen|Erik Tjong Kim Sang|Mehdi Dastani,38939855
WS-26,WS-26.6,Answering Questions on COVID-19 in Real-Time,Jinhyuk Lee|Sean S. Yi|Minbyul Jeong|Mujeen Sung|WonJin Yoon|Yonghwa Choi|Miyoung Ko|Jaewoo Kang,38939843
WS-26,WS-26.60,COVID-19 Literature Topic-Based Search via Hierarchical NMF,Rachel Grotheer|Longxiu Huang|Yihuan Huang|Alona Kryshchenko|Oleksandr Kryshchenko|Pengyu Li|Xia Li|Elizaveta Rebrova|Kyung Ha|Deanna Needell,38939856
WS-26,WS-26.63,Improved Topic Representations of Medical Documents to Assist COVID-19 Literature Exploration,Yulia Otmakhova|Karin Verspoor|Timothy Baldwin|Simon Suster,38939857
WS-26,WS-26.64,Automatic Evaluation vs. User Preference in Neural Textual QuestionAnswering over COVID-19 Scientific Literature,Arantxa Otegi|Jon Ander Campos|Gorka Azkune|Aitor Soroa|Eneko Agirre,38939858
WS-26,WS-26.65,Twitter Data Augmentation for Monitoring Public Opinion on COVID-19 Intervention Measures,Lin Miao|Mark Last|Marina Litvak,38939859
WS-26,WS-26.9,CAiRE-COVID: A Question Answering and Query-focused Multi-Document Summarization System for COVID-19 Scholarly Information Management,Dan Su|Yan Xu|Tiezheng Yu|Farhad Bin Siddique|Elham Barezi|Pascale Fung,38939844
WS-3,WS-3.1,Domain adaptation challenges of BERT in tokenization and sub-word representations of Out-of-Vocabulary words,Anmol Nayak|Hariprasad Timmapathini|Karthikeyan Ponnalagu|Vijendran Gopalan Venkoparao,38940788
WS-3,WS-3.12,On Task-Level Dialogue Composition of Generative Transformer Model,Prasanna Parthasarathi|Sharan Narang|Arvind Neelakantan,38940793
WS-3,WS-3.19,How Effectively Can Machines Defend Against Machine-Generated Fake News? An Empirical Study,Meghana Moorthy Bhat|Srinivasan Parthasarathy,38940794
WS-3,WS-3.20,Label Propagation-Based Semi-Supervised Learning for Hate Speech Classification,Ashwin Geet D'Sa|Irina Illina|Dominique Fohr|Dietrich Klakow,38940795
WS-3,WS-3.22,Layout-Aware Text Representations Harm Clustering Documents by Type,Catherine Finegan-Dollak|Ashish Verma,38940796
WS-3,WS-3.23,An Analysis of Capsule Networks for Part of Speech Tagging in High- and Low-resource Scenarios,Andrew Zupon|Faiz Rafique|Mihai Surdeanu,38940797
WS-3,WS-3.24,Can Knowledge Graph Embeddings Tell Us What Fact-checked Claims Are About?,Valentina Beretta|Sébastien Harispe|Katarina Boland|Luke Lo Seen|Konstantin Todorov|On Tchechmedjiev,38940798
WS-3,WS-3.2436,WER we are and WER we think we are,Piotr Szymański|Piotr Żelasko|Mikolaj Morzy|Adrian Szymczak|Marzena Żyła-Hoppe|Joanna Banaszczak|Lukasz Augustyniak|Jan Mizgajski|Yishay Carmiel,38940634
WS-3,WS-3.2575-ws3,What do we expect from Multiple-choice QA Systems?,Krunal Shah|Nitish Gupta|Dan Roth,38940809
WS-3,WS-3.26,"Do Transformers Dream of Inference, or Can Pretrained Generative Models Learn Implicit Inferential Rules?",Zhengzhong Liang|Mihai Surdeanu,38940799
WS-3,WS-3.27,Counterfactually-Augmented SNLI Training Data Does Not Yield Better Generalization Than Unaugmented Data,William Huang|Haokun Liu|Samuel R. Bowman,38940800
WS-3,WS-3.29,NMF Ensembles? Not for Text Summarization!,Alka Khurana|Vasudha Bhatnagar,38940801
WS-3,WS-3.30,"If You Build Your Own NER Scorer, Non-replicable Results Will Come",Constantine Lignos|Marjan Kamyab,38940802
WS-3,WS-3.3004,Effects of Naturalistic Variation in Goal-Oriented Dialog,Jatin Ganhotra|Robert Moore|Sachindra Joshi|Kahini Wadhawan,38940807
WS-3,WS-3.31,HINT3: Raising the bar for Intent Detection in the Wild,Gaurav Arora|Chirag Jain|Manas Chaturvedi|Krupal Modi,38940803
WS-3,WS-3.3106,Poison Attacks against Text Datasets with Conditional Adversarially Regularized Autoencoder,Alvin Chan|Yi Tay|Yew-Soon Ong|Aston Zhang,38940808
WS-3,WS-3.3296,How Effective is Task-Agnostic Data Augmentation for Pretrained Transformers?,Shayne Longpre|Yu Wang|Christopher DuBois,38940806
WS-3,WS-3.33,The Extraordinary Failure of Complement Coercion Crowdsourcing,Yanai Elazar|Victoria Basmov|Shauli Ravfogel|Yoav Goldberg|Reut Tsarfat,38940804
WS-3,WS-3.34,Embedding Structured Dictionary Entries,Steven Wilson|Walid Magdy|Barbara McGillivray|Gareth Tyson,38940805
WS-3,WS-3.4,Q. Can Knowledge Graphs be used to Answer Boolean Questions? A. It’s complicated!,Daria Dzendzik|Carl Vogel|Jennifer Foster,38940789
WS-3,WS-3.6,How Far Can We Go with Data Selection? A Case Study on Semantic Sequence Tagging Tasks,Samuel Louvan|Bernardo Magnini,38940790
WS-3,WS-3.7,Evaluating the Effectiveness of Efficient Neural Architecture Search for Sentence-Pair Tasks,Ansel MacLaughlin|Jwala Dhamala|Anoop Kumar|Sriram Venkatapathy|Ragav Venkatesan|Rahul Gupta,38940791
WS-3,WS-3.8,Which Matters Most? Comparing the Impact of Concept and Document Relationships in Topic Models,Silvia Terragni|Debora Nozza|Elisabetta Fersini|Messina Enza,38940792
WS-4,WS-4.1175,Filtering before Iteratively Referring for Knowledge-Grounded Response Selection in Retrieval-Based Chatbots,Jia-Chen Gu,38940705
WS-4,WS-4.1735,TSDG: Content-aware Neural Response Generation with Two-stage Decoding Process,Junsheng Kong|Zhicheng Zhong|Yi Cai|Xin Wu|Da Ren,38940706
WS-4,WS-4.1761-ws4,ConveRT: Efficient and Accurate Conversational Representations from Transformers,Ivan Vulić,38940707
WS-4,WS-4.1947,Learning Improvised Chatbots from Adversarial Modifications of Natural Language Feedback,Makesh Narsimhan Sreedhar|Kun Ni|Siva Reddy,38940708
WS-4,WS-4.2041,Toward Stance-based Personas for Opinionated Dialogues,Thomas Scialom|Serra Sinem Tekiroglu|Jacopo Staiano|Marco Guerini,38940704
WS-4,WS-4.2889,Joint Turn and Dialogue level User Satisfaction Estimation on Multi-Domain Conversations,Praveen Kumar Bodigutla|Aditya Tiwari|Josep Vallas Vargas|Lazaros Polymenakos|Spyros Matsoukas,38940709
WS-4,WS-4.2957,Making Information Seeking Easier: An Improved Pipeline for Conversational Search,Vaibhav Kumar|Jamie Callan,38940710
WS-4,WS-4.3361,SMRT Chatbots: Improving Non-Task-Oriented Dialog with Simulated Multi-Reference Training,Huda Khayrallah|João Sedoc,38940711
WS-4,WS-4.paper1,TBA,Tba,38940061
WS-4,WS-4.paper2,A Wrong Answer or a Wrong Question? An Intricate Relationship between  Question Reformulation and Answer Selection in Conversational Question  Answering,Svitlana Vakulenko|Shayne Longpre|Zhucheng Tu|Raviteja Anantha,38940062
WS-4,WS-4.paper3,Semantically Driven Sentence Fusion: Modeling and Evaluation,Eyal Ben-David,38940063
WS-4,WS-4.paper4,TBA,Tba,38940064
WS-4,WS-4.paper5,TBA,Marco Guerini,38940065
WS-5,WS-5.16,Probabilistic Predictions of People Perusing: Evaluating Metrics of Language Model Performance for Psycholinguistic Modeling,Yiding Hao|Simon Mendelsohn|Rachel Sterneck|Randi Martinez|Robert Frank,38939682
WS-5,WS-5.7,Images and Imagination: Automated Analysis of Priming Effects Related to Autism Spectrum Disorder and Developmental Language Disorder,Michaela Regneri|Diane King|Fahreen Walji|Olympia Palikara,38939683
WS-5,WS-5.Keynote,How Languages Carve Up the World: Cognitive Explanation through Computational Modeling,Suzanne Stevenson,38939684
WS-5,WS-5.Keynote2,"Information Processing, Communication, and Word Order",Richard Futrell,38939685
WS-6,WS-6.10,Learning Adaptive Language Interfaces through Decomposition,Siddharth Karamcheti|Dorsa Sadigh|Percy Liang,38939456
WS-6,WS-6.11,ColloQL: Robust Text-to-SQL Over Search Queries,Karthik Radhakrishnan|Arvind Srikantan|Xi Victoria Lin,38939457
WS-6,WS-6.12,Natural Language Response Generation from SQL with Generalization and Back-translation,Saptarashmi Bandyopadhyay|Tianyang Zhao,38939458
WS-6,WS-6.13,GRAPPA: Grammar-Augmented Pre-Training for Table Semantic Parsing,Tao Yu|Chien-Sheng Wu|Xi Victoria Lin|Bailin Wang|Yi Chern Tan|Xinyi Yang|Dragomir Radev|Richard Socher|Caiming Xiong,38939459
WS-6,WS-6.14,Re-thinking Open-domain Semantic Parsing,Yu Gu|Sue Kase|Michelle Vanni|Brian Sadler|Percy Liang|Xifeng Yan|Yu Su,38939460
WS-6,WS-6.15,Did You Ask a Good Question? A Cross-Domain Question Intention Classification Benchmark for Text-to-SQL,Yusen Zhang|Xiangyu Dong|Shuaichen Chang|Tao Yu|Peng Shi|Rui Zhang,38939461
WS-6,WS-6.7,QA2Explanation: Generating and Evaluating Explanations for Question Answering Systems over Knowledge Graph,Saeedeh Shekarpour|Abhishek Nadgeri|Kuldeep Singh,38939453
WS-6,WS-6.8,Uncertainty and Traffic-Aware Active Learning for Semantic Parsing,Priyanka Sen|Emine Yilmaz,38939454
WS-6,WS-6.9,Improving Sequence-to-Sequence Semantic Parser for Task Oriented Dialog,Chaoting Xuan,38939455
WS-7,WS-7.14,Improved Local Citation Recommendation Based on Context Enhanced with Global Information,Zoran Medić|Jan Snajder,38940720
WS-7,WS-7.1457,Will this Idea Spread Beyond Academia? Understanding Knowledge Transfer of Scientific Concepts across Text Corpora,Hancheng Cao|Mengjie Cheng|Zhepeng Cen|Daniel A. McFarland|Xiang Ren,38940721
WS-7,WS-7.15shared,"CIST@CL-SciSumm 2020, LongSumm 2020: Automatic Scientific Document Summarization",Lei Li|Yang Xie|Wei Liu|Yinan Liu|Yafei Jiang|Siya Qi|Xingyuan Li,38940743
WS-7,WS-7.17,SciWING– A Software Toolkit for Scientific Document Processing,Abhinav Ramesh Kashyap|Min-Yen Kan,38940731
WS-7,WS-7.1728,"MedICaT: A Dataset of Medical Images, Captions, and Textual References",Sanjay Subramanian|Lucy Lu Wang|Sachin Mehta|Ben Bogin|Madeleine Van Zuylen|Sravanthi Parasar|Sameer Singh|Matt Gardner|Hannaneh Hajishirzi,38940723
WS-7,WS-7.18,NLP-PINGAN-TECH @ CL-SciSumm 2020,Ling Chai|Guizhen Fu|Yuan Ni,38941223
WS-7,WS-7.20shared,Dimsum @LaySumm 20,Tiezheng Yu|Dan Su|Wenliang Dai|Pascale Fung,38940741
WS-7,WS-7.21,Multi-task Peer-Review Score Prediction,Jiyi Li|Ayaka Sato|Kazuya Shimura|Fumiyo Fukumoto,38940727
WS-7,WS-7.22,ERLKG: Entity Representation Learning and Knowledge Graph based association analysis of COVID-19 through mining of unstructured biomedical corpora,Sayantan Basu|Sinchani Chakraborty|Atif Hassan|Sana Siddique|Ashish Anand,38940725
WS-7,WS-7.24,Towards Grounding of Formulae,Takuto Asakura|ré Greiner-Petter|Akiko Aizawa|Yusuke Miyao,38940733
WS-7,WS-7.2502,Literature Retrieval for Precision Medicine with Neural Matching and Faceted Summarization,Jiho Noh|Ramakanth Kavuluru,38940722
WS-7,WS-7.26,Learning CNF Blocking for Large-scale Author Name Disambiguation,Kunho Kim|Athar Sefid|C Lee Giles,38940717
WS-7,WS-7.27,SChuBERT: Scholarly Document Chunks with BERT-encoding boost Citation Count Prediction,Thomas Van Dongen|Gideon Maillette De Buy Wenniger|Lambert Schomaker,38940730
WS-7,WS-7.29,Structure-Tags Improve Text Classification for Scholarly Document Quality Prediction,Gideon Maillette De Buy Wenniger|Thomas Van Dongen|Eleri Aedmaa|Herbert Teun Kruitbosch|Edwin A. Valentijn|Lambert Schomaker,38940732
WS-7,WS-7.30,Cydex: Neural Search Infrastructure for the Scholarly Literature,Shane Ding|Edwin Zhang|Jimmy Lin,38940734
WS-7,WS-7.32,A Smart System to Generate and Validate Question Answer Pairs for COVID-19 Literature,Rohan Bhambhoria|Luna Feng|Dawn Sepehr|John Chen|Conner Cowling|Sedef Kocak|Elham Dolatabadi,38940713
WS-7,WS-7.35,On the Use of Web Search to Improve Scientific Collections,Krutarth Patel|Cornelia Caragea|Sujatha Das Gollapalli,38940728
WS-7,WS-7.36,Scaling Systematic Literature Reviews with Machine Learning Pipelines,Seraphina Goldfarb-Tarrant|Alexander Robertson|Louise Donnison|Jasmina Lazic|Theodora Tsouloufi|Karen Smyth,38940729
WS-7,WS-7.37shared,Using Pre-Trained Transformer for a better Lay Summarization,Seungwon Kim,38940740
WS-7,WS-7.39,Acknowledgement Entity Recognition in CORD-19 Papers,Jian Wu|Pei Wang|Xin Wei|Sarah Rajtmajer|C Lee Giles|Christopher Griffin,38940712
WS-7,WS-7.40,DeepPaperComposer: A Simple Solution for Training Data Preparation for Parsing Research Papers,Meng Ling|Jian Chen,38940719
WS-7,WS-7.42,"Document-Level Definition Detection in Scholarly Documents: Existing Models, Error Analyses, and Future Directions",Dongyeop Kang|Rew Head|Risham Sidhu|Kyle Lo|Daniel Weld|Marti A. Hearst,38940724
WS-7,WS-7.43shared,"IIITBH-IITP@CL-SciSumm20, CL-LaySumm20, LongSumm20",Saichethan Miriyala Reddy|Naveen Saini|Sriparna Saha|Pushpak Bhattacharyya,38940739
WS-7,WS-7.44,Reconstructing Manual Information Extraction with DB-to-Document Backprojection: Experiments in the Life Science Domain,Mark-Christoph Muller|Sucheta Ghosh|Maja Rey|Ulrike Wittig|Wolfgang Muller|Michael Strube,38940718
WS-7,WS-7.45,"AUTH @ CLSciSumm 20, LaySumm 20, LongSumm 20",Alexios Gidiotis|Stefanos Stefanidis|Grigorios Tsoumakas,38941222
WS-7,WS-7.48_2shared,"SUMMAFORMERS @ LAYSUMM 20, LONGSUMM 20",Sayar Ghosh Roy|Nikhil Pinnaparaju|Risubh Jain|Manish Gupta|Vasudeva Varma,38940742
WS-7,WS-7.48shared,Scientific Document Summarization for LaySumm ’20 and LongSumm ’2,Sayar Ghosh Roy|Nikhil Pinnaparaju|Risubh Jain|Manish Gupta∗|Vasudeva Varma,38940738
WS-7,WS-7.49,UniHD@CL-SciSumm 2020: Citation Extraction as Search,Dennis Aumiller|Satya Almasian|Philip Hausner|Michael Gertz,38941224
WS-7,WS-7.5,"On the effectiveness of small, discriminatively pre-trained language representation models for biomedical text mining",Ibrahim Burak Ozyurt,38940735
WS-7,WS-7.54,CMU: CiteQA@CLSciSumm 2020,Anjana Umapathy|Karthik Radhakrishnan|Kinjal Jain|Rahul Singh,38941225
WS-7,WS-7.56shared,GUIR @ LongSumm 2020: Learning to Generate Long Summaries from Scientific Documents,Sajad Sotudeh Gharebagh|Arman Cohan|Nazli Goharian,38940737
WS-7,WS-7.6,The impact of preprint servers in the formation of novel ideas,Swarup Satish|Zonghai Yao|Rew Drozdov|Boris Veytsman,38940715
WS-7,WS-7.60,Covidex: Neural Ranking Models and Keyword Search Infrastructure for the COVID-19 Open Research Dataset.,Edwin Zhang|Nikhil Gupta|Raphael Tang|Xiao Han|Ronak Pradeep|Kuang Lu|Yue Zhang|Rodrigo Nogueira|Kyunghyun Cho|Hui Fang|Jimmy Lin,38940714
WS-7,WS-7.61,A New Neural Search and Insights Platform for Navigating and Organizing AI Research,Marzieh Fadaee|Olga Gureenkova|Fernando Rejon Barrera|Carsten Schnober|Wouter Weerkamp|Jakub Zavrel,38940726
WS-7,WS-7.758,Where to Submit? Helping Researchers to Choose the Right Venue,Konstantin Kobs|Tobias Koopmann|Albin Zehe|David Fernes|Philipp Krop|Reas Hotho,38940736
WS-7,WS-7.8,Effective Distributed Representations for Academic Expert Search,Mark Berger|Jakub Zavrel|Paul Groth,38940716
WS-9,WS-9.10,"fugashi, a Tool for Tokenizing Japanese in Python",Paul McCann,38939744
WS-9,WS-9.11,Going Beyond T-SNE: Exposing whatlies in Text Embeddings,Vincent Warmerdam|Thomas Kober|Rachael Tatman,38939745
WS-9,WS-9.12,"Howl: A Deployed, Open-Source Wake Word Detection System",Raphael Tang|Jaejun Lee|Afsaneh Razi|Julia Cambre|Ian Bicking|Jofish Kaye|Jimmy Lin,38939746
WS-9,WS-9.13,iNLTK: Natural Language Toolkit for Indic Languages,Gaurav Arora,38939747
WS-9,WS-9.14,iobes: A Library for Span-Level Processing,Brian Lester,38939748
WS-9,WS-9.15,jiant: A Software Toolkit for Research on General-Purpose Text Understanding Models,Yada Pruksachatkun|Phil Yeres|Haokun Liu|Jason Phang|Phu Mon Htut|Alex Wang|Ian Tenney|Samuel R. Bowman,38939749
WS-9,WS-9.16,KLPT -- Kurdish Language Processing Toolkit,Sina Ahmadi,38939750
WS-9,WS-9.17,Open Korean Corpora: A Practical Report,Won Ik Cho|Sangwhan Moon|Youngsook Song,38939751
WS-9,WS-9.18,Open-Source Morphology for Endangered Mordvinic Languages,Jack Rueter|Mika Hämäläinen|Niko Partanen,38939752
WS-9,WS-9.19,Pimlico: A toolkit for corpus-processing pipelines and reproducible experiments,Mark Granroth-Wilding,38939753
WS-9,WS-9.20,PySBD: Pragmatic Sentence Boundary Disambiguation,Nipun Sadvilkar|Mark Neumann,38939754
WS-9,WS-9.21,SacreROUGE: An Open-Source Library for Using and Developing Summarization Evaluation Metrics,Daniel Deutsch|Dan Roth,38939755
WS-9,WS-9.22,TextAttack: Lessons learned in designing Python frameworks for NLP,John Morris|Jin Yong Yoo|Yanjun Qi,38939756
WS-9,WS-9.23,"TOMODAPI: A Topic Modeling API to Train, Use and Compare Topic Models",Pasquale Lisena|Ismail Harrando|Oussama Kandakji|Raphael Troncy,38939757
WS-9,WS-9.24,User-centered & Robust NLP OSS: Lessons Learned from Developing & Maintaining RSMTool,Nitin Madnani|Anastassia Loukina,38939758
WS-9,WS-9.25,WAFFLE: A Graph for WordNet Applied to FreeForm Linguistic Exploration,Berk Ekmekci|Blake Howald,38939759
WS-9,WS-9.4,A Framework to Assist Chat Operators of Mental Healthcare Services,Thiago Madeira|Heder Bernardino|Jairo Francisco De Souza|Henrique Gomide|Nathália Munck Machado|Bruno Marcos Pinheiro Da Silva|Alexandre Vieira Pereira Pacelli,38939738
WS-9,WS-9.5,ARBML: Democritizing Arabic Natural Language Processing Tools,Zaid Alyafeai|Maged Al-Shaibani,38939739
WS-9,WS-9.6,CLEVR Parser: A Graph Parser Library for Geometric Learning on Language Grounded Image Scenes,Raeid Saqur|Ameet Deshpande,38939740
WS-9,WS-9.7,End-to-end NLP Pipelines in Rust,Guillaume Becquin,38939741
WS-9,WS-9.8,Fair Embedding Engine: A Library for Analyzing and Mitigating Gender Bias in Word Embeddings,Vaibhav Kumar|Tenzin Bhotia|Vaibhav Kumar,38939742
WS-9,WS-9.9,Flexible retrieval with NMSLIB and FlexNeuART,Leonid Boytsov|Eric Nyberg,38939743
